Resume_str,Category,field,score,grade
"ENGINEERING SUPERVISOR       Executive Summary     Dedicated engineer with excellent technical, analytical and communication skills demonstrated by 9 years of experience. Team-oriented Electrical Engineer with over four years experience designing, developing and testing electronic products. Forward-thinking Electrical Engineer with hands-on experience performing quality troubleshooting, electronics system, and plumbing. Perform general repairs on all floor covering, upholstery, welding, and fabr",ENGINEERING,tech,36.0,1
"ENGINEERING INTERN         Summary    Motivated Entry Level Civil Engineer with technical knowledge and a quality assurance mindset necessary to conquer unforeseen obstacles. Organized, detail-oriented, and efficient work ethics. Committed to high performance and mastering tasks to better future duties.        Relevant Courses          Materials of Construction  Construction Management  Reinforced Concrete  Structural Steel Design  Survey       Engineering Leadership  Foundation Design  Environm",ENGINEERING,tech,21.0,0
"ENGINEERING TECHNICIAN           Summary    Creative and
innovative draftsman, passionate about building designs and advanced
construction solutions.   Seeking
the best opportunity to further enhance present professional experience and
expand knowledge base on architectural designs, while growing with an
organization.      Skills    3D modeling, architectural drafting, AutoCAD, read blueprints, carpentry, Detail oriented, drafting, email, floor plans, frame, 3dsMax, mechanical, messaging, Micros",ENGINEERING,tech,27.0,0
"ENGINEERING ASSISTANT         Summary    Hard working recent graduate intending a part time or full time job to build experience in a
Civil Engineering working environment. Bringing Civil Engineering office and field experience in roadway
design and traffic engineering.      Highlights        Proficient in computer software including MicroStation, GuideSign, AutoCAD, Google Earth Google Documents, MS Excel, MS PowerPoint and MS Word.              Experience      Company Name    City  ,   State  ",ENGINEERING,tech,30.0,1
"ENGINEERING TECHNICIAN       Professional Summary     Engineering Technician specializing in quality control sector. Analytical thinker skilled collecting data and executing product testing procedures with precision and ease. Results-driven and focused Engineering Technician successful at prioritizing safety, promoting cost-effective solutions and exceeding customer expectations. Determined Maintenance Worker with skills performing routine operation checks on work equipment and always exercising",ENGINEERING,tech,36.0,1
ENGINEERING MANAGER         Professional Summary    Experienced product development Engineer and manager able to collaborate with cross functional team as well as customers and sales to bring brand new offerings to new markets. Skilled at managing cross functional team for continuous improvements and meeting project deadlines. Offering 6 years of experience in the field.      Skills          Microsoft Office  Microsoft Project  Product development  Quality  Research  Six Sigma Green Belt  Solid ,ENGINEERING,tech,40.0,1
"ENGINEERING INTERN       Personal Summary     Age -22 years    Permanenet Residency of Australia and New Zealand Citizen   ​Currently Living in Sydney Australia .       Knowledge Base          C/Python  R  STK  CATIA  ANSYS  LaTeX  SolidWorks  Microsoft Office  Microsoft Project                  Academic Background      High School Diploma  ,   MATHEMATICS,PHYSICS,CHEMISTRY,ENGINEERING   2012     NORTMEAD HIGH SCHOOL   －   City  ,   State  ,   AUSTRALIA     

Ranked 1st place in 2
Unit Mathemati",ENGINEERING,tech,37.0,1
"ENGINEERING MANAGER       Summary    Versatile bilingual Electronics and Instrumentation
Engineer with multi industry experience of + 9 years demonstrated ability to lead
an engineering team, and handle multiple projects from conceptualization through fabrication with high accuracy and in a timely manner.      Highlights          Fluent in Spanish    Strong decision maker   Work well under pressure     Initiative to work independently     EIT  License in process         Autocad and SAP user  Pyt",ENGINEERING,tech,45.0,1
"ENGINEERING SUPERVISOR             Skills        PLC: IEC 61131 (Ladder Logic, Functional Block Diagram, Structured Text, Instruction List. ), Java, C, Visual Basic, VHDL, PSpice, Assembly (Intel, Motorola, TI), Labview.
Software Packages:	AutoCAD, Inventor, Matlab, Microsoft Office, PSIM, Easy Power, Xilinx ISE, Printed Circuit Board CAD (Protel), Siemens Step 7, Wago CoDeSys, Allen Bradley RSLogix, ERP (Alliance, Global Shop, XA, SAP).              Professional Experience      Engineering Supe",ENGINEERING,tech,37.0,1
"ENGINEERING SUPERVISOR         Summary    I am a Mechanical Engineer with 8 years of product design experience with an emphasis on non-metallic materials used in oil field-related equipment, as well as a year in HVAC experience.  Proficient in CAD and FEA software, I am also experienced with ISO document control processes and ASTM/API/NORSOK requirements. My leadership skills are exemplified by my dedication, strong work ethic, and ability to motivate colleagues through example. I am seeking a p",ENGINEERING,tech,36.0,1
"ENGINEERING MANAGER         Core Qualifications          Executive Decision Maker  Process Design & Improvement  New Product Development  Strategic Planning & Development  Lean & Six Sigma Practitioner  Product Design  Budgetary and Policy Development  Automation Design  Quality Control  Project Management & Execution  Economic Analysis  Ergonomic and Safety Conscious              Professional Experience      Engineering Manager   10/2012   to   03/2014     Company Name   City  ,   State       B",ENGINEERING,tech,62.0,2
"SITE ENGINEERING           Career Overview    10+ years total information technology experience both locally and internationally with major information Technology and energy companies. Experience with report all non-conforming parts, materials or drawings to supervisor. With assembly and mechanical experience, resolve assembly problems, troubleshoot malfunctions and defects of final assembly. Report other problems to supervisor to obtain assistance. Build a defect-free servers unit and or sub-as",ENGINEERING,tech,37.0,1
